Publication Type,Authors,Article Title,Source Title,Publication Year,DOI
J,"Li, XS; Shu, YX; Jin, X","Environmental regulation, carbon emissions and green total factor productivity: a case study of China",ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,2022,10.1007/s10668-021-01546-2
J,"Huang, YL; Qin, HY; Guan, Y",Assessing the impacts of four alternative management strategies on forest timber and carbon values in northeast China,SCANDINAVIAN JOURNAL OF FOREST RESEARCH,2019,10.1080/02827581.2019.1578894
J,"Liu, LL; Lv, YY; Gao, D; Mo, XL",Carbon neutrality endeavors: the impact of carbon emission trading policies on total factor carbon emission efficiency,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2024,10.1007/s11356-024-32050-5
J,"Dixon, T; Romanak, KD",Improving monitoring protocols for CO2 geological storage with technical advances in CO2 attribution monitoring,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,2015,10.1016/j.ijggc.2015.05.029
J,"Senhaz, Z; Katircioglu, S; Katircioglu, S",Dynamic effects of shadow economy and environmental pollution on the energy stock prices: empirical evidence from OECD countries,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2021,10.1007/s11356-020-11226-9
J,"Li, J; Zhang, HR","Can Pollution Regulations Enable Key Industries to Reduce CO2 Emissions?-Empirical Evidence from China, Based on Green Innovative Technology Patents and Energy Efficiency Perspectives",ATMOSPHERE,2023,10.3390/atmos14010033
J,"Alex, RK; Muhammed, TM; Kannankai, MP; Radhakrishnan, A; Borah, A; Reghuvaran, A; Devipriya, SP","Microfiber pollution: Assessment, emission estimation, and time-series-based forecast of microfibers from domestic washing machine laundering and mitigation measures",INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,2024,10.1002/ieam.4985
J,"Markham, F; Young, M; Reis, A; Higham, J","Does carbon pricing reduce air travel? Evidence from the Australian 'Clean Energy Future' policy, July 2012 to June 2014",JOURNAL OF TRANSPORT GEOGRAPHY,2018,10.1016/j.jtrangeo.2018.06.008
J,"An, YM; Zhao, WW; Li, CJ; Liu, YX","Evaluation of Six Satellite and Reanalysis Precipitation Products Using Gauge Observations over the Yellow River Basin, China",ATMOSPHERE,2020,10.3390/atmos11111223
J,"You, YC; Yi, LX",Energy industry Carbon neutrality transition path: Corpus-based AHP-DEMATEL system modelling,ENERGY REPORTS,2022,10.1016/j.egyr.2022.01.108
J,"Yu, ZS; Wu, MW; Min, JZ; Yan, Y; Lou, XF","Impacts of WRF Model Domain Size on Meiyu Rainfall Forecasts over Zhejiang, China",ASIA-PACIFIC JOURNAL OF ATMOSPHERIC SCIENCES,2022,10.1007/s13143-021-00254-1
J,"Wlodarczyk, A; Szczepanska-Woszczyna, K; Urbanski, M",Carbon and financial performance nexus of the heavily polluting companies in the context of resource management during COVID-19 period,RESOURCES POLICY,2024,10.1016/j.resourpol.2023.104514
J,"Li, BL; Haneklaus, N","The potential of India's net-zero carbon emissions: Analyzing the effect of clean energy, coal, urbanization, and trade openness",ENERGY REPORTS,2022,10.1016/j.egyr.2022.01.241
J,"Wang, JJ; Sun, X; Cheng, Q; Cui, Q",An innovative random forest-based nonlinear ensemble paradigm of improved feature extraction and deep learning for carbon price forecasting,SCIENCE OF THE TOTAL ENVIRONMENT,2021,10.1016/j.scitotenv.2020.143099
J,"Liu, YL; Du, JQ; Wang, YF; Cui, XY; Dong, JC; Gu, P; Hao, YB; Xue, K; Duan, HB; Xia, AQ; Hu, Y; Dong, Z; Wu, BF; Kropp, JP; Fu, BJ",Overlooked uneven progress across sustainable development goals at the global scale: Challenges and opportunities,INNOVATION,2024,10.1016/j.xinn.2024.100573
J,"Zhang, L; Liu, YF; Yin, CJ; Xue, DP; Gui, DW; Qi, ZM",Effects of Farmland Landscape Fragmentation on Agricultural Irrigation in Hotan Oasis,AGRICULTURE-BASEL,2022,10.3390/agriculture12091503
J,"Zhai, DJ; Shang, J; Yang, F; Ang, S",Measuring energy supply chains' efficiency with emission trading: A two-stage frontier-shift data envelopment analysis,JOURNAL OF CLEANER PRODUCTION,2019,10.1016/j.jclepro.2018.10.355
J,"Cha, MX; Li, MM; Wang, XQ",Estimation of Seasonal Evapotranspiration for Crops in Arid Regions Using Multisource Remote Sensing Images,REMOTE SENSING,2020,10.3390/rs12152398
J,"Wang, H; Chen, DH; Yin, JF; Xu, DS; Dai, GF; Chen, LW",An improvement of convective precipitation nowcasting through lightning data dynamic nudging in a cloud-resolving scale forecasting system,ATMOSPHERIC RESEARCH,2020,10.1016/j.atmosres.2020.104994
J,"Shi, CE; Wang, L; Zhang, H; Zhang, S; Deng, XL; Li, YS; Qiu, MY",Fog Simulations Based on Multi-Model System: A Feasibility Study,PURE AND APPLIED GEOPHYSICS,2012,10.1007/s00024-011-0340-0
J,"Di Cosmo, V; Hyland, M",Carbon tax scenarios and their effects on the Irish energy sector,ENERGY POLICY,2013,10.1016/j.enpol.2013.03.055
J,"Wu, YL; Liu, ZQ; Li, DQ",Improving forecasts of a record-breaking rainstorm in Guangzhou by assimilating every 10-min AHI radiances with WRF 4DVAR,ATMOSPHERIC RESEARCH,2020,10.1016/j.atmosres.2020.104912
J,"He, LT; Min, JZ; Yang, GJ; Cao, YJ",Contrasting the Effects of X-Band Phased Array Radar and S-Band Doppler Radar Data Assimilation on Rainstorm Forecasting in the Pearl River Delta,REMOTE SENSING,2024,10.3390/rs16142655
